year,month,decimal date,average,deseasonalized,ndays,sdev,unc
1997,1,1997.0417,363.24,363.03,31,0.4,0.14
1997,2,1997.125,364.21,363.4,28,0.62,0.22
1997,3,1997.2083,364.65,363.02,31,0.4,0.14
1997,4,1997.2917,366.48,363.82,21,0.46,0.19
1997,5,1997.375,366.77,363.87,29,0.53,0.19
1997,6,1997.4583,365.73,363.56,27,0.23,0.09
1997,7,1997.5417,364.46,363.74,24,0.47,0.18
1997,8,1997.625,362.4,363.98,25,0.57,0.22
1997,9,1997.7083,360.44,363.83,26,0.63,0.24
1997,10,1997.7917,360.98,364.28,27,0.32,0.12
1997,11,1997.875,362.65,364.71,30,0.31,0.11
1997,12,1997.9583,364.51,365.28,30,0.41,0.14
